EmpID,FirstName,LastName,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,AttritionValue,TerminationDescription,DepartmentType,Division,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3687,Bria,Mcpherson,Production Technician I,Brianna Blake,bria.mcpherson@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unknown,0,Other,Production       ,Field Operations,MA,Supervisor,Female,26340,White,Divorced,Exceeds,1
3688,Brynn,Harding,Production Technician I,Kathleen Clark,brynn.harding@bilearner.com,SVG,Future Start,Contract,Zone B,Full-Time,Involuntary,1,Matter man skill produce poor.,Production       ,Wireline Construction,MA,Manager,Female,42113,Asian,Divorced,Exceeds,3
3689,Rashad,Wells,Production Technician I,Jonathan Gutierrez,rashad.wells@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unknown,0,Other,Production       ,Field Operations,MA,Laborer,Male,95832,Asian,Married,Exceeds,3
3690,Jaylene,Deleon,Production Technician I,Adam Barber,jaylene.deleon@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Voluntary,1,Size manager receive decide attention play plant.,Production       ,Yard (Material Handling),MA,Laborer,Male,60287,White,Single,Needs Improvement,3
3691,Chace,Church,Production Technician I,David Valenzuela,chace.church@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,Unknown,0,Other,Production       ,Finance & Accounting,MA,Manager,Male,34316,Asian,Single,Needs Improvement,1
3692,Zayne,Hunter,Production Technician I,Lisa Jordan,zayne.hunter@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Unknown,0,Other,Production       ,Aerial,MA,Lineman,Male,75371,Black,Widowed,Needs Improvement,3
3693,Amya,Vega,Production Technician II,Alexa Smith,amya.vega@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Involuntary,1,Name social full approach. Position want win.,Production       ,Project Management - Con,MA,Field Project Manager,Female,13727,White,Married,Exceeds,2
3694,Nickolas,West,Production Technician II,Sue Harper,nickolas.west@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Involuntary,1,Training civil attention exist matter water.,Production       ,Field Operations,MA,Specialist,Female,94278,Hispanic,Married,PIP,4
3695,Cason,Neal,Production Technician II,Savannah Schneider,cason.neal@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,1,Public ask American affect market order.,Production       ,Catv,MA,Laborer,Female,70817,Hispanic,Divorced,PIP,4
3696,Aldo,Dyer,Production Technician II,Chase Ramirez,aldo.dyer@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,1,Arrive its during organization about.,Production       ,Wireless,MA,Foreman,Female,74423,Hispanic,Widowed,PIP,3
3697,Sonia,Skinner,Production Technician II,Connor Galloway,sonia.skinner@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Unknown,0,Other,Production       ,Field Operations,MA,Technician,Female,51256,Other,Single,PIP,4
3698,Julien,Banks,Production Technician II,Savannah Weber,julien.banks@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Involuntary,1,Usually section evening with cup left.,Production       ,Catv,MA,Foreman,Female,16462,Hispanic,Married,PIP,3
3699,Madelyn,Mcdonald,Production Technician I,Justin Harris,madelyn.mcdonald@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,1,Business draw with hear dream eat.,Production       ,Engineers,MA,Engineer,Male,48065,Asian,Divorced,PIP,2
3700,Brenden,Nash,Production Technician I,Wendy Rogers,brenden.nash@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unknown,0,Other,Production       ,Wireline Construction,MA,Supervisor,Male,93840,Hispanic,Divorced,PIP,1
3701,Genesis,Coleman,Production Technician I,Bryan Greer,genesis.coleman@bilearner.com,NEL,Active,Part-Time,Zone B,Temporary,Unknown,0,Other,Production       ,Shop (Fleet),MA,Mechanic,Male,35917,Other,Single,PIP,2
3702,Justice,Branch,Production Technician I,David Brown,justice.branch@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unknown,0,Other,Production       ,Aerial,MA,Foreman,Male,22165,Asian,Single,Exceeds,3
3703,Addisyn,Guerrero,Production Technician I,Cory Lee,addisyn.guerrero@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Resignation,1,Tax herself interview maybe control.,Production       ,Engineers,MA,Engineer,Female,87563,White,Widowed,Exceeds,4
3704,Addisyn,Aguilar,Production Technician I,April Stevens,addisyn.aguilar@bilearner.com,CCDR,Active,Full-Time,Zone C,Part-Time,Involuntary,1,Message firm social daughter third ready.,Production       ,Field Operations,MA,Associate,Female,20993,Asian,Married,Exceeds,5
3705,Marcos,Gallagher,Production Technician I,Bridget Little,marcos.gallagher@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Involuntary,1,Any after despite suddenly decade.,Production       ,General - Sga,MA,Vp,Female,88723,White,Single,Exceeds,3
3706,Mareli,Parker,Production Technician I,Lisa Hamilton,mareli.parker@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unknown,0,Other,Production       ,Field Operations,MA,Laborer,Male,59933,White,Divorced,Exceeds,3
3707,Joshua,Mitchell,Production Technician I,Kenneth Keller,joshua.mitchell@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unknown,0,Other,Production       ,Engineers,MA,Manager,Male,81280,Asian,Divorced,Exceeds,3
3708,Case,Gaines,Production Technician I,Morgan Smith,case.gaines@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Resignation,1,Finally feeling often some.,Production       ,Fielders,MA,Engineer,Male,13899,Black,Married,Exceeds,4
3709,Jacey,Reyes,Production Technician I,Donald Powell,jacey.reyes@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,1,Provide late phone school score sound growth.,Production       ,Splicing,MA,Splicer,Male,44907,Black,Divorced,Exceeds,5
3710,Dean,Middleton,Production Technician I,Rebecca Henderson,dean.middleton@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unknown,0,Other,Production       ,Aerial,MA,Foreman,Female,64630,Hispanic,Single,Exceeds,1
3711,Marlene,Bates,Production Technician I,David Bowman,marlene.bates@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unknown,0,Other,Production       ,Finance & Accounting,MA,Administrative,Female,36588,Black,Single,Needs Improvement,1
3712,Kyra,Ray,Production Technician I,Christopher Robertson,kyra.ray@bilearner.com,MSC,Future Start,Part-Time,Zone C,Temporary,Retirement,1,Year color woman become year scene very.,Production       ,Field Operations,MA,Technician,Male,33658,Asian,Married,Needs Improvement,5
3713,Melanie,Kennedy,Production Technician I,Michelle Miller,melanie.kennedy@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unknown,0,Other,Production       ,General - Sga,MA,Administrator,Male,87025,Hispanic,Widowed,Fully Meets,3
3714,Aleena,Mercer,Production Technician I,Kyle Turner,aleena.mercer@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unknown,0,Other,Production       ,Field Operations,MA,Laborer,Male,93985,White,Married,Fully Meets,4
3715,Jake,White,Production Technician I,Dawn Mendoza,jake.white@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unknown,0,Other,Production       ,Project Management - Con,MA,Coordinator,Male,27233,Black,Widowed,Fully Meets,4
3716,Chaim,Chase,Production Technician II,David Goodman,chaim.chase@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,1,Walk call activity onto seven about.,Production       ,General - Con,MA,Laborer,Female,5569,Black,Married,Fully Meets,1
3717,Keshawn,Le,Production Technician II,Samuel Turner,keshawn.le@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unknown,0,Other,Production       ,Field Operations,MA,Specialist,Female,21090,Asian,Married,Fully Meets,2
3718,Dalton,Frazier,Production Technician II,Claudia White,dalton.frazier@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,1,Save east phone arrive floor maybe.,Production       ,Field Operations,MA,Driver,Female,52357,Other,Married,Fully Meets,4
3719,Cannon,Hester,Production Technician II,David Ward,cannon.hester@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Unknown,0,Other,Production       ,Underground,MA,Laborer,Female,47989,Hispanic,Divorced,Fully Meets,3
3720,Crystal,Brandt,Production Technician II,Andrew Schneider,crystal.brandt@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Resignation,1,Young risk quality natural foreign claim.,Production       ,Field Operations,MA,Laborer,Female,31486,White,Single,Fully Meets,3
3721,Johnny,Goodman,Production Technician I,Loretta Gonzalez,johnny.goodman@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,1,Recent agent choose dark hard eye.,Production       ,Fielders,MA,Engineer,Male,24794,Black,Widowed,Fully Meets,2
3722,Nehemiah,Hancock,Production Technician I,Alice Key,nehemiah.hancock@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,1,Fast glass machine compare after check.,Production       ,Field Operations,MA,Laborer,Male,80316,White,Married,Fully Meets,2
3723,Elliana,Villanueva,Production Technician I,Ryan Downs,elliana.villanueva@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,1,Everyone chair white situation result.,Production       ,Wireline Construction,MA,Laborer,Male,46742,Asian,Married,Fully Meets,3
3724,Essence,Schwartz,Production Technician I,Alyssa Johnson,essence.schwartz@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,1,Board star job song. Hundred believe heavy.,Production       ,Field Operations,MA,Laborer,Male,30194,Asian,Divorced,Fully Meets,4
3725,Ryker,Cox,Production Technician I,Stephanie Patterson,ryker.cox@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Voluntary,1,Child write help growth home.,Production       ,Aerial,MA,Lineman,Male,36808,Asian,Widowed,Fully Meets,1
3726,Averi,Stevenson,Production Technician I,Sandra Richardson,averi.stevenson@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Voluntary,1,Great like sea behind stock drop debate such.,Production       ,General - Con,MA,Lineman,Female,36688,Other,Married,Fully Meets,4
3727,Katherine,Russo,Production Technician I,Courtney Garcia,katherine.russo@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unknown,0,Other,Production       ,Field Operations,MA,Supervisor,Female,37883,Other,Divorced,Fully Meets,3
3728,Aydan,Robbins,Production Technician I,Tamara Grant,aydan.robbins@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unknown,0,Other,Production       ,Splicing,MA,Laborer,Male,39843,Hispanic,Divorced,Fully Meets,5
3729,Heaven,Walls,Production Technician I,Natasha Spears,heaven.walls@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Voluntary,1,Until reason late off training situation.,Production       ,Wireline Construction,MA,Supervisor,Male,69873,Other,Divorced,Fully Meets,3
3730,Bobby,Chung,Production Technician I,Sharon Vincent,bobby.chung@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Unknown,0,Other,Production       ,Fielders,MA,Engineer,Male,2548,Black,Widowed,Fully Meets,4
3731,Maximus,Fields,Production Technician I,Kimberly Phelps,maximus.fields@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Retirement,1,Along black change charge particular conference.,Production       ,Field Operations,MA,Engineer,Male,73555,Hispanic,Single,Fully Meets,3
3732,Orion,Ochoa,Production Technician I,Charles Hoover,orion.ochoa@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unknown,0,Other,Production       ,Field Operations,MA,Technician,Male,27650,Black,Widowed,Fully Meets,5
3733,Halle,Boyd,Production Technician I,Deborah Stevens,halle.boyd@bilearner.com,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,1,Half glass sport. Oil arm middle play lose such.,Production       ,Field Operations,MA,Driver,Female,2035,Hispanic,Single,Fully Meets,3
3734,Lindsey,Rocha,Production Technician I,Melissa Alvarez,lindsey.rocha@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unknown,0,Other,Production       ,Technology / It,MA,Engineer,Male,74284,White,Divorced,Fully Meets,3
3735,Chace,Gray,Production Technician I,Joel Nichols,chace.gray@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unknown,0,Other,Production       ,Wireless,MA,Project Manager,Male,81455,White,Married,Fully Meets,1
3736,Carsen,Wheeler,Production Technician I,Kimberly Soto,carsen.wheeler@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Resignation,1,Democrat home space past sense serious.,Production       ,Wireline Construction,MA,Laborer,Male,95345,Other,Married,Fully Meets,2
3737,Arielle,Escobar,Production Technician I,John Hill,arielle.escobar@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Unknown,0,Other,Production       ,People Services,MA,Director,Male,67176,Hispanic,Divorced,Fully Meets,5
3738,Kaitlynn,Blair,Production Technician II,Steven Carter,kaitlynn.blair@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,1,Partner perhaps they rock.,Production       ,General - Con,MA,Lineman,Female,21015,Hispanic,Widowed,Fully Meets,3
3739,Amir,Melendez,Production Technician II,Rachel Pham,amir.melendez@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,1,Themselves specific seem want seek hospital.,Production       ,Field Operations,MA,Tower Hand,Female,80870,Asian,Divorced,Fully Meets,3
3740,Monique,Buckley,Production Technician II,Christopher Cunningham,monique.buckley@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Voluntary,1,Final like human late job.,Production       ,People Services,MA,Intern,Female,12265,Other,Single,Fully Meets,4
3741,Clark,Blanchard,Production Technician II,Brittany Marshall,clark.blanchard@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,1,Board industry once tough investment age.,Production       ,Field Operations,MA,Engineer,Female,47025,Hispanic,Widowed,Fully Meets,1
3742,Gabriel,Pearson,Production Technician II,Ryan Anderson,gabriel.pearson@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Resignation,1,Wait small thing staff.,Production       ,Field Operations,MA,Manager,Female,81011,Asian,Married,Fully Meets,2
3743,Mercedes,Cook,Production Technician I,Stephanie Valdez,mercedes.cook@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unknown,0,Other,Production       ,General - Con,MA,Locator,Male,13394,Black,Married,Fully Meets,2
3744,Skyler,Blankenship,Production Technician I,Christopher Garcia,skyler.blankenship@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unknown,0,Other,Production       ,Aerial,MA,Lineman,Female,50967,Asian,Widowed,Fully Meets,5
3745,Jordan,Davis,Production Technician I,Sarah Cross,jordan.davis@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,1,So give cause soldier.,Production       ,General - Con,MA,Technician,Male,8286,Asian,Single,Fully Meets,4
3746,Bridget,Wu,Production Technician I,Judy Lambert,bridget.wu@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Unknown,0,Other,Production       ,Shop (Fleet),MA,Mechanic,Male,68039,Black,Widowed,Fully Meets,3
3747,Gabriel,Kirk,Production Technician I,Chelsea Bright,gabriel.kirk@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,1,Soon glass reveal Republican could.,Production       ,Technology / It,MA,Technician,Male,56563,Black,Widowed,Fully Meets,2
3748,Aron,Ali,Production Technician I,Shawn Mckay,aron.ali@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unknown,0,Other,Production       ,General - Con,MA,Laborer,Male,96739,Other,Married,Fully Meets,1
3749,Kayden,Soto,Production Technician I,Samantha Pugh,kayden.soto@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Unknown,0,Other,Production       ,Project Management - Eng,MA,Planner,Female,27488,Other,Married,Fully Meets,4
3750,Micaela,Conner,Production Technician I,Sheryl Curtis,micaela.conner@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unknown,0,Other,Production       ,Engineers,MA,Engineer,Male,49299,Black,Single,Fully Meets,1
3751,Arthur,Mitchell,Production Technician I,Eric Knight,arthur.mitchell@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unknown,0,Other,Production       ,Aerial,MA,Model Assistant,Male,32547,Other,Single,Fully Meets,3
3752,Deven,Morse,Production Technician I,Morgan Ross,deven.morse@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Unknown,0,Other,Production       ,Engineers,MA,Engineer,Male,11664,White,Divorced,Fully Meets,2
3753,George,Villegas,Production Technician I,Laura Mcpherson,george.villegas@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Involuntary,1,Truth resource more week hope generation.,Production       ,Project Management - Eng,MA,Planner,Male,37926,White,Single,Fully Meets,4
3754,Arielle,Potts,Production Technician I,Sarah Morgan,arielle.potts@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Voluntary,1,Stage necessary although they.,Production       ,Project Management - Con,MA,Engineer,Male,76770,Black,Married,Fully Meets,1
3755,Maxwell,Howell,Production Technician I,Emily Church,maxwell.howell@bilearner.com,PL,Future Start,Full-Time,Zone C,Full-Time,Resignation,1,Scientist heart others employee church century.,Production       ,Executive,MA,Manager,Female,72484,Black,Married,Fully Meets,4
3756,Junior,Bridges,Production Technician I,Melissa Hernandez,junior.bridges@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Unknown,0,Other,Production       ,Field Operations,MA,Driller,Female,13669,Hispanic,Married,Fully Meets,3
3757,Salvatore,Noble,Production Technician I,Debra Yang,salvatore.noble@bilearner.com,CCDR,Future Start,Full-Time,Zone B,Part-Time,Involuntary,1,Marriage sound myself others well morning wrong.,Production       ,Aerial,MA,Lineman,Male,7481,Asian,Single,Fully Meets,2
3758,Heath,Hodges,Production Technician I,Alejandro Palmer,heath.hodges@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,1,Lawyer miss meet across agent.,Production       ,Engineers,MA,Engineer,Male,76897,Other,Divorced,Fully Meets,3
3759,Gabriella,Warner,Production Technician I,Emily Pugh,gabriella.warner@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Retirement,1,Authority different including gun production.,Production       ,Yard (Material Handling),MA,Laborer,Male,47326,Black,Married,Fully Meets,1
3760,Ryan,Tate,Production Technician I,Sherry Morris,ryan.tate@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unknown,0,Other,Production       ,General - Con,MA,Technician,Male,20814,Other,Widowed,Fully Meets,3
3761,Hazel,Vincent,Production Technician II,Melissa Conrad,hazel.vincent@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Involuntary,1,Item born upon blue.,Production       ,General - Sga,MA,Assistant,Female,75880,Black,Married,Fully Meets,1
3762,Gavyn,Riggs,Production Technician II,Lauren Villarreal,gavyn.riggs@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Unknown,0,Other,Production       ,Engineers,MA,Engineer,Female,65366,Black,Divorced,Fully Meets,2
3763,Giancarlo,Cross,Production Technician II,Randall Williams,giancarlo.cross@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,1,They four last represent spend bit.,Production       ,Finance & Accounting,MA,Clerk,Female,40231,White,Widowed,Fully Meets,3
3764,Cristal,Bradshaw,Production Technician II,Tiffany Stone,cristal.bradshaw@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Unknown,0,Other,Production       ,General - Sga,MA,Manager,Female,41487,Black,Single,Fully Meets,3
3765,Guadalupe,Burke,Production Technician II,Eric Smith,guadalupe.burke@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unknown,0,Other,Production       ,Yard (Material Handling),MA,Runner,Female,36904,Hispanic,Widowed,Fully Meets,3
3766,Elisa,Henry,Production Technician II,Taylor Morris,elisa.henry@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Resignation,1,Common no sure wonder up although.,Production       ,Yard (Material Handling),MA,Manager,Female,10110,Black,Widowed,Fully Meets,3
3767,Kale,Fischer,Production Technician I,Zachary Nelson,kale.fischer@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,1,Actually on Democrat down live base should.,Production       ,General - Con,MA,Laborer,Female,46087,Black,Divorced,Fully Meets,2
3768,Morgan,Blackwell,Production Technician I,David Garcia,morgan.blackwell@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Unknown,0,Other,Production       ,Catv,MA,Foreman,Female,37838,Black,Divorced,Fully Meets,4
3769,Ivan,Wright,Production Technician I,Laura Chavez,ivan.wright@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Unknown,0,Other,Production       ,Fielders,MA,Engineer,Male,15968,Asian,Married,Fully Meets,3
3770,Nayeli,Hood,Production Technician I,Rachel Jones,nayeli.hood@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,1,Land physical tax.,Production       ,Aerial,MA,Lineman,Male,21100,Asian,Married,Fully Meets,3
3771,Marilyn,Smith,Production Technician I,Kathryn Jones,marilyn.smith@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,1,Catch issue water night recognize mention.,Production       ,General - Con,MA,Foreman,Male,65845,Asian,Married,Fully Meets,3
3772,Zoie,Rowland,Production Technician I,Mrs. Rachel Henry,zoie.rowland@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Retirement,1,Side most force better region operation language.,Production       ,Engineers,MA,Engineer,Female,58535,Asian,Divorced,Fully Meets,3
3773,Ann,Nguyen,Production Technician I,Laura Hernandez,ann.nguyen@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Retirement,1,Building possible too process do.,Production       ,Engineers,MA,Engineer,Female,3994,Hispanic,Divorced,Fully Meets,3
3774,Ramiro,Savage,Production Technician I,Justin Stanley,ramiro.savage@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Involuntary,1,Success realize political move adult new.,Production       ,Engineers,MA,Engineer,Male,32544,Black,Single,Fully Meets,3
3775,Karma,Koch,Production Technician I,Amy Ross,karma.koch@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Resignation,1,Agency picture enjoy pattern since and piece.,Production       ,Field Operations,MA,Laborer,Male,36153,Other,Widowed,Fully Meets,3
3776,Jacqueline,Hendrix,Production Technician I,Benjamin Yates,jacqueline.hendrix@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Resignation,1,Goal someone serious myself way probably.,Production       ,General - Eng,MA,Administrative,Male,34262,Black,Married,Fully Meets,3
3777,Kaitlin,Barker,Production Technician I,Penny Estrada,kaitlin.barker@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unknown,0,Other,Production       ,Aerial,MA,Lineman,Male,12906,Black,Single,Fully Meets,3
3778,Semaj,Griffith,Production Technician I,Frank Freeman,semaj.griffith@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,1,Similar computer less four.,Production       ,Wireline Construction,MA,Groundman,Male,30753,Other,Married,Fully Meets,3
3779,Damian,Burke,Production Technician I,Regina Bryant MD,damian.burke@bilearner.com,PYZ,Future Start,Part-Time,Zone B,Temporary,Voluntary,1,About allow court us.,Production       ,Shop (Fleet),MA,Technician,Female,60533,Other,Divorced,Fully Meets,3
3780,Jessie,Smith,Production Technician I,Samantha Roberts,jessie.smith@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Retirement,1,Everything look could economy PM fast.,Production       ,General - Con,MA,Technician,Female,36882,Black,Widowed,Fully Meets,3
3781,Hezekiah,Cummings,Production Technician I,Daniel Peterson,hezekiah.cummings@bilearner.com,NEL,Future Start,Contract,Zone B,Full-Time,Involuntary,1,Hot stay response fly himself accept.,Production       ,General - Con,MA,Laborer,Male,62493,Black,Single,Fully Meets,3
3782,Brody,House,Production Technician I,Dr. Matthew Harrell,brody.house@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,1,Blood people direction all item.,Production       ,Field Operations,MA,Driver,Male,92706,Asian,Widowed,Fully Meets,3
3783,Aaliyah,Watts,Production Technician I,Jared Whitehead,aaliyah.watts@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unknown,0,Other,Production       ,Fielders,MA,Engineer,Male,7773,Asian,Divorced,Fully Meets,3
3784,Ashton,Larsen,Production Technician I,William Price,ashton.larsen@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Unknown,0,Other,Production       ,Splicing,MA,Supervisor,Female,55514,White,Single,Fully Meets,3
3785,Joshua,Gibson,Production Technician II,Sheri Jackson,joshua.gibson@bilearner.com,PL,Active,Contract,Zone C,Temporary,Unknown,0,Other,Production       ,Project Management - Con,MA,Director,Female,13406,Black,Divorced,Fully Meets,3
3786,Kyleigh,Bauer,Production Technician II,Paul Richards,kyleigh.bauer@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,1,Cost high must body defense population.,Production       ,Field Operations,MA,Technician,Female,65379,Black,Divorced,Fully Meets,3
3787,Ramon,Schultz,Production Technician II,Alexis Gutierrez,ramon.schultz@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,1,Peace anything sign third.,Production       ,General - Sga,MA,Supervisor,Female,69445,White,Widowed,Fully Meets,3
3788,Maxim,Houston,Production Technician II,Michael Mcclure,maxim.houston@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Involuntary,1,In read day your stay she.,Production       ,Field Operations,MA,Foreman,Female,32440,Black,Married,Fully Meets,3
3789,Deanna,Sellers,Production Technician II,Randall Frey,deanna.sellers@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unknown,0,Other,Production       ,Wireline Construction,MA,Foreman,Female,30804,Other,Widowed,Fully Meets,3
3790,Frankie,Figueroa,Production Technician II,Matthew Le,frankie.figueroa@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Resignation,1,Simply Mrs moment seven feel time.,Production       ,Yard (Material Handling),MA,Laborer,Female,17247,Hispanic,Single,Fully Meets,3
3791,Bentley,Rush,Production Technician I,Ashley Petty,bentley.rush@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unknown,0,Other,Production       ,Finance & Accounting,MA,Administration,Female,32417,Asian,Divorced,Fully Meets,3
3792,Alexia,Pham,Production Technician I,Angela Shaffer,alexia.pham@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,1,Analysis listen here fight.,Production       ,Engineers,MA,Engineer,Male,50738,White,Married,Fully Meets,3
3793,Roselyn,Roberts,Production Technician I,Steven Walton,roselyn.roberts@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Unknown,0,Other,Production       ,General - Con,MA,Manager,Male,34278,Asian,Married,Fully Meets,3
3794,Ayden,Chambers,Production Technician I,Abigail Robinson,ayden.chambers@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unknown,0,Other,Production       ,General - Con,MA,Foreman,Male,40836,Asian,Widowed,Fully Meets,5
3795,Kaitlynn,Serrano,Production Technician I,Brandi Howell,kaitlynn.serrano@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unknown,0,Other,Production       ,General - Sga,MA,Manager,Male,59081,White,Divorced,Exceeds,3
3796,Jefferson,White,Production Technician I,Connie Blackburn,jefferson.white@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Resignation,1,Better above culture throughout life me.,Production       ,General - Con,MA,Laborer,Female,82019,Hispanic,Married,Exceeds,3
3797,Maria,Grant,Production Technician I,Connie Martinez,maria.grant@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unknown,0,Other,Production       ,Catv,MA,Splicer,Female,32969,Black,Married,Fully Meets,3
